obs_id,date,daily_ktCO2,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
328,11/23/2020,48.252355,92,36,11,15,,0.240040304,,,,,,,,,,,,,,,,,,,,,20.9,33,26.5,28.9,28.90284271,38.6,26.5,33.1,24.4,77.8,5.415,100,4.17,TRUE,28.1,15.7,15.7,6.3,0.8,29.2,1011.5,45.5,9,98.2,8.5,5,0.26,"Rain, Partially cloudy",FALSE,Cool,No
329,11/24/2020,48.573247,72,39,12,14,,0.850520788,,,,,,,,,,,,,,,,,,,,,45.75,33.4,25.7,29.4,29.4096472,38.8,25.7,32.6,22.8,69,0,0,0,FALSE,25.6,15.2,15.2,6.4,0,62.8,1011.5,33.1,9.6,133.8,11.7,5,0.3,Partially cloudy,FALSE,Cool,No
330,11/25/2020,49.390029,73,37,14,15,,0.502569703,,,,,,,,,,,,,,,,,,,,,64.96,33.6,25,29.2,29.21199357,37.9,25,32.2,22.5,67.7,0,0,0,FALSE,26.3,15.8,15.8,6.8,0.3,47.2,1011.2,33.8,9.9,147.9,12.9,5,0.33,Partially cloudy,,Cool,No
331,11/26/2020,49.123413,67,30,12,15,,0.417733845,,,,,,,,,,,,,,,,,,,,,38.81,33.2,26,29.3,29.31143574,37.4,26,31.9,21.9,65.2,0,0,0,FALSE,32,16.6,16.6,8.2,0.3,47.4,1011.7,32.7,9.8,160.9,13.9,7,0.36,Partially cloudy,FALSE,Cool,No
332,11/27/2020,49.576021,59,40,20,10,,0.71843184,,,,,,,,,,,,,,,,,,,,,67.69,31.7,25.2,28.3,28.31226801,35.7,25.2,30.2,21.3,66.2,0,0,0,,33.1,18.4,18.4,10.5,1.8,42.2,1012.6,44.3,9.9,120.2,10.4,4,0.4,Partially cloudy,FALSE,Cool,No
333,11/28/2020,48.575961,71,35,24,11,,0.55764714,,,,,,,,,,,,,,,,,,,,,25.8,32.7,25,28.5,28.49483511,34.7,25,29.9,20.1,61.2,0,0,0,FALSE,27.7,15.3,15.3,9.2,2.7,49.8,1012.9,35.6,10,166.8,14.4,5,0.43,Partially cloudy,TRUE,Cool,Yes
334,11/29/2020,46.827108,71,27,21,9,,0.584331088,,,,,,,,,,,,,,,,,,,,,12.73,31.4,24.2,27.9,27.91145826,33.5,24.2,29.1,20,63.1,0,0,0,FALSE,44.6,17.6,17.6,8.4,1,48.4,1012.6,37.3,10,118.4,10.2,,0.46,Partially cloudy,TRUE,Cool,Yes
335,11/30/2020,48.346436,60,37,17,12,,0.263977369,,,,,,,,,,,,,,,,,,,,,41.08,31.6,25.2,27.8,27.80329005,33.4,25.2,28.8,19.4,60.7,0,0,0,,32.4,16.6,16.6,10.2,2.6,54.8,1012.7,43.6,9.8,127,11.1,5,0.5,Partially cloudy,FALSE,Cool,No
336,12/1/2020,59.541138,66,33,18,10,,0.58404287,,,,,,,,,,,,,,,,,,,269,319,36.05,30.6,25,27.2,27.1982022,32.6,25,28.2,19.5,63.1,0,0,0,FALSE,35.6,17,17,9.9,1.6,33.4,1013.3,45.2,9.8,130.2,11.3,5,0.53,PARTIALLY cLOudy,FALSE,Cool,No
337,12/2/2020,59.788576,67,32,18,9,1,0.408473829,,,,,,,,,,,,,,,,,,,,,42.69,30.5,25,28.1,28.09987051,33.1,25,29.6,20.3,63.2,0,0,0,FALSE,29.5,17,17,7.9,1.2,50.7,1012.2,67.1,10,81,7.1,4,0.56,Partially cloudy,FALSE,,No
338,12/3/2020,60.686665,68,39,20,10,1,0.109649887,,,,,,,,,,,,,,,,,,,,,43.82,30.7,25,27.7,27.70775588,33.1,25,29,20.3,64.7,0,0,0,FALSE,31.3,14.9,14.9,8.9,1.2,55,1012.3,40.8,10,135.9,11.7,5,0.6,Partially cloudy,FALSE,Cool,No
339,12/4/2020,61.052602,80,42,21,11,,0.406153155,,,,,,,,,,,,,,,,,,,,,52.22,29.4,22.2,26.1,26.09056731,30.7,22.2,26.4,17.4,59.1,0,0,0,FALSE,33.1,18,18,9.4,0.9,66.8,1013,35,10,143,12.4,5,0.621139844,Partially cloudy,FALSE,Cool,No
340,12/5/2020,60.128896,83,51,23,16,,0.416070913,,,,,,,,,,,,,,,,,,,,,18.19,29.4,20.2,24.8,24.82249517,29.7,20.2,24.9,15.8,57.9,0,0,0,FALSE,27.4,18.9,18.9,10.1,2,43.4,1014.1,30.2,10,149.1,12.8,5,0.67,Partially cloudy,TRUE,Cool,Yes
341,12/6/2020,58.488285,91,56,20,20,1,0.39502806,,,,,,,,,,,,,,,,,,,,,7.28,29.4,20.7,25.1,25.11636243,30.4,20.7,25.4,17,61.4,0,0,0,FALSE,24.8,13.4,13.4,7.2,0.5,18.3,1013.9,33.9,9.9,115.8,10.1,5,0.7,Partially cloudy,TRUE,Cool,Yes
342,12/7/2020,61.001179,109,54,22,17,1,0.875373378,,,,,,,,,,,,,,,,,,,,,19.1,31.3,20.7,26.2,26.20475319,32.4,20.7,26.7,17.8,61.2,0,0,0,FALSE,23.8,11.6,11.6,6.6,0.4,15,1013.6,43.9,9.7,123,10.6,5,0.74,Partially cloudy,FALSE,Cool,No
343,12/8/2020,61.921829,104,53,22,16,1,0.686403293,,,,,,,,,,,,,,,,,,,,,47.31,31.2,23.2,27.2,27.19365714,32.8,23.2,28,19.2,62,0,0,0,,31.7,13.4,13.4,6.6,0.9,46.2,1013.3,49.1,9.8,137,11.9,5,0.75,Partially cloudy,FALSE,Cool,
344,12/9/2020,60.986018,103,64,25,22,1,0.015722531,,,,,,,,,,,,,,,,,,,,,58.55,31.5,22.2,26.5,26.51143171,32.4,22.2,26.9,18,60.6,0,0,0,FALSE,23,12.5,12.5,6.5,0.8,20.8,1012.1,24.4,9.4,141.3,12.3,5,0.81,Partially cloudy,,Cool,
345,12/10/2020,60.580298,132,71,28,15,1,0.772119495,,,,,,,,,,,,,,,,,,,,,15.62,31.9,20.7,26.3,26.29718614,33,20.7,26.6,17.3,59.5,0,0,0,FALSE,19.4,13.4,13.4,5.9,0.5,359.6,1011.5,17.1,9,112.6,9.6,6,0.84,Clear,FALSE,Cool,
346,12/11/2020,60.655275,148,65,22,17,1,0.963758109,,,,,,,,,,,,,,,,,,,,,8.16,32.2,24,27.8,27.80974264,34,24,28.7,18.8,58.7,0,0,0,FALSE,33.5,13.4,13.4,7.4,0.7,343.2,1010.9,46.2,9,124.4,10.7,,0.88,Partially cloudy,FALSE,Cool,
347,12/12/2020,59.683819,140,70,16,23,1,0.019726057,,,,,,,,,,,,,,,,,,,,,12.33,33,24.7,28.9,28.89847732,37.5,24.7,30.9,20.9,62.9,0,0,0,FALSE,19.8,9.7,9.7,4.7,0.4,5.2,1009.9,30.8,9.1,100.6,8.6,5,0.91,Partially cloudy,TRUE,Cool,Yes
348,12/13/2020,58.696014,143,71,15,25,1,0.187232984,,,,,,,,,,,,,,,,,,,,,9.56,33.2,26.3,29.4,29.41643947,37.3,26.3,32.8,22.5,67,0,0,0,FALSE,15.8,11.2,11.2,5.2,0.4,341.4,1008.9,39.5,9.2,177.8,15.3,7,0.95,Partially cloudy,TRUE,Cool,Yes
349,12/14/2020,61.014193,161,76,7,24,1,0.894236064,,,,,,,,,,,,,,,,,,,,,30.56,33,26,28.9,28.91617137,38.2,26,33,24.4,77.6,0.126,100,4.17,TRUE,24.1,13.4,13.4,4.3,0,25.5,1009.5,35.9,7.4,81.7,7.1,,0,"Rain, Partially cloudy",FALSE,Cool,No
350,12/15/2020,62.288103,149,51,10,15,1,0.638522358,,,,,,,,,,,,,,,,,,,,,50.23,33.3,25.7,29.5,29.50134959,38.1,25.7,33.1,23.5,71.6,0,0,0,,27,12.1,12.1,4,0,39.7,1011.1,41.1,7.6,83.3,7.2,,0.02,Partially cloudy,FALSE,Cool,No
351,12/16/2020,62.600989,107,44,13,16,1,0.383436216,,,,,,,,,,,,,,,,,,,,,44.41,31.9,26,28.9,28.89840618,37.2,26,32.3,23.4,73,0,0,0,FALSE,29.9,17.5,17.5,5.5,0,60.8,1012.2,49.9,8.9,104.4,8.9,5,0.05,Partially cloudy,FALSE,Cool,No
352,12/17/2020,63.145819,83,50,24,25,,0.083833588,,,,,,,,,,,,,,,,,,,,,39.55,32.2,24.2,28.2,28.19539564,35.7,24.2,30.1,21.4,67.3,0,0,0,,29.5,12.1,12.1,5.5,0.4,68.8,1011.6,41.7,9.7,109.5,9.6,-15.4830992,0.085815276,Partially cloudy,FALSE,Cool,No
353,12/18/2020,62.853332,93,43,20,17,1,0.24757674,,,,,,,,,,,,,,,,,,,,,46.68,32.2,24.2,28.2,28.19731969,35.5,24.2,29.5,20.5,64.1,0,0,0,FALSE,23.8,15.7,15.7,7,0.9,25.3,1011.8,36.1,9.7,96.7,8.3,4,0.11,Partially cloudy,FALSE,Cool,No
354,12/19/2020,62.589352,79,42,21,15,1,0.712275974,,,,,,,,,,,,,,,,,,,,,26.22,31.4,24,27,26.98269735,33.1,24,27.7,19.1,62.6,0,0,0,FALSE,25.9,13.9,13.9,7.4,2.1,39.2,1012.8,35,9.9,97,8.4,,0.15,Partially cloudy,TRUE,Cool,Yes
355,12/20/2020,61.749835,81,47,19,25,1,0.589431934,,,,,,,,,,,,,,,,,,,,,8.48,29.1,21.2,24.8,24.8011674,29.8,21.2,25,16.6,60.9,0,0,0,FALSE,30.2,15.2,15.2,8.3,2.3,44.3,1014.1,37,10,97.2,8.3,4,,Partially cloudy,TRUE,,Yes
356,12/21/2020,62.917637,88,60,20,26,,0.644218873,,,,,,,,,,,,,,,,,,,,,23.89,28,19,23.1,23.11350326,28.8,19,23.1,14.3,58.5,0,0,0,FALSE,31.7,17.5,17.5,10.2,3,33.2,1014.2,48.3,10,142.9,12.4,5,0.21,Partially cloudy,FALSE,Cool,No
357,12/22/2020,61.323256,116,64,19,28,1,0.36555628,,,,,,,,,,,,,,,,,,,,,22.17,28.8,19.7,23.8,23.80771991,28.9,19.7,23.8,14.3,56.3,0,0,0,FALSE,33.1,20,20,9.6,1.4,0.4,1012.9,26.9,9.2,138.6,12.1,5,0.25,Partially cloudy,FALSE,Cool,No
358,12/23/2020,59.978567,128,63,19,31,1,0.62431571,,,,,,,,,,,,,,,,,,,,,15.93,29.1,20,24.4,24.40025268,29.5,20,24.5,15.5,58.4,0,0,0,FALSE,33.1,20.4,20.4,10,1.5,351.9,1010.8,33.8,8.6,104.1,8.9,5,0.28,Partially cloudy,FALSE,Cool,NO
359,12/24/2020,58.315531,138,57,9,25,1,0.506598008,,,,,,,,,,,,,,,,,,,,,15.58,31.6,22,26.9,26.90975771,33.3,22,27.7,18.2,59.8,0,0,0,FALSE,29.2,17,17,7.7,0.5,5.3,1009.9,57.1,8.6,95.5,8.3,4,0.31,,FALSE,Cool,No
360,12/25/2020,56.91254,120,55,14,28,1,0.613935397,,,,,,,,,,,,,,,,,,,,,20.9,31.3,25.2,27.2,27.19573429,34.1,25.2,28.2,20.5,67.3,0,0,0,FALSE,28.8,16.1,16.1,6.3,0.6,53.8,1010.6,57,8.7,92,8,4,0.34,Partially cloudy,FALSE,,No
361,12/26/2020,57.293954,106,51,20,18,1,0.44371159,,,,,,,,,,,,,,,,,,,,,5.72,32.4,24,28.2,28.17378895,36.1,24,30.2,21.8,69.1,0,0,0,FALSE,23,15.2,15.2,4.9,0.2,58.8,1011,39.9,9.3,123.4,10.7,,0.37,Partially cloudy,TRUE,COol,
362,12/27/2020,57.241867,101,42,15,17,1,0.22740669,,,,,,,,,,,,,,,,,,,,,3.41,33.5,25.9,29.1,29.10397022,37.3,25.9,31.8,22.4,68.5,0,0,0,FALSE,22,13,13,5.4,0.5,116,1010.4,41.6,9.6,116.7,10.1,5,0.41,Partially cloudy,TRUE,,Yes
363,12/28/2020,57.537004,81,55,16,24,1,0.74043398,,,,,,,,,,,,,,,,,,,,,10.33,33.3,25,29,29.00058282,39.2,25,32.2,23.5,73.9,0,0,0,FALSE,16.2,13.4,13.4,4.9,0.7,188.5,1009.5,38.8,9.6,191.1,16.5,,,Partially cloudy,FALSE,Cool,No
364,12/29/2020,58.33907,105,51,11,18,1,0.912250014,,,,,,,,,,,,,,,,,,,,,7.26,34.2,25.7,29.4,29.41306292,38.9,25.7,32.6,23.5,72.3,0,0,0,FALSE,14.4,12.1,12.1,4.8,0.3,300.6,1009.3,35.7,9.1,93.1,8,4.133586192,0.47,Partially cloudy,FALSE,COoL,No
365,12/30/2020,58.850808,98,38,19,5,1,0.586274166,,,,,,,,,,,,,,,,,,,,,6.05,33,25.2,28.9,28.9089466,33.9,25.2,30,20.1,62.2,0,0,0,FALSE,42.5,26.4,26.4,10.5,0.8,72.7,1010.6,32.1,9.2,135.5,11.7,5,0.5,Partially cloudy,FALSE,Cool,No
366,12/31/2020,58.240487,76,42,24,8,1,0.420560244,,,,,,,,,,,,,,,,,,,,,3.23,29.3,21.2,25,24.98831586,29.7,21.2,25.1,16.2,58.8,0,0,0,,44.6,19.4,19.4,11.4,2.8,64.7,1013.9,30.9,9.8,139.8,12.2,5,0.54,Partially cloudy,FALSE,Cool,NO
367,1/1/2021,34.288693,82,46,25,11,1,0.153406273,,,,,,,,,,,,,,,,,,,151,181,4.22,28.3,17.7,23.2,23.19692969,28.4,17.7,23.3,14.3,57.9,0,0,0,,35.3,15.2,15.2,8.1,2.2,38.8,1015.1,34.9,9.8,130.8,11.2,4,0.57,Partially cloudy,FALSE,Cool,No
368,1/2/2021,31.733561,93,58,26,14,1,0.677334547,,,,,,,,,,,,,,,,,,,,,2.89,28.5,18.7,23.6,23.59687586,28.5,18.7,23.6,14,55.5,0,0,0,,24.8,15.7,15.7,8.5,1.4,8.3,1014.2,42.7,10,110.1,9.5,5,,Partially cloudy,TRUE,Cool,Yes
369,1/3/2021,35.500652,130,56,21,17,1,0.964638848,,,,,,,,,,,,,,,,,,,,,2.65,30.4,21.2,25.7,25.72282221,30.7,21.2,25.8,15.6,54.7,0,0,0,FALSE,27,16.6,16.6,6.6,0.7,9.3,1012.6,17.1,9.8,113.1,9.9,5,0.64,Clear,TRUE,Cool,
370,1/4/2021,42.14989,119,57,17,25,1,0.316225582,,,,,,,,,,,,,,,,,,,,,5.95,31,22,26.4,26.40926576,32.2,22,27,17.8,59.8,0,0,0,FALSE,27.7,17,17,7.7,0.4,25.4,1012.5,21.9,9.6,112,9.6,5,0.68,Partially cloudy,FALSE,Cool,No
371,1/5/2021,44.418148,108,55,20,22,1,0.681789955,,,,,,,,,,,,,,,,,,,,,5.21,32.3,22.6,27.4,27.39252282,33.4,22.6,28.3,18.8,60.4,0,0,0,FALSE,20.9,12.1,12.1,5.2,0.5,18.9,1012.4,54.1,9.7,61.8,5.2,3,0.72,Partially cloudy,FALSE,COoL,No
372,1/6/2021,44.699392,116,50,20,18,1,0.112491145,,,,,,,,,,,,,,,,,,,,,4.3,33.7,24.7,29,29.0049868,35.8,24.7,30.4,20.1,59.9,0,0,0,FALSE,23,13.4,13.4,5.9,0.6,64.5,1010.8,43.1,9.6,98.8,8.7,3.899735804,0.75,Partially cloudy,FALSE,,No
373,1/7/2021,44.466481,100,44,12,9,1,0.621963802,,,,,,,,,,,,,,,,,,,,,5.24,33.3,24,28.6,28.59859357,35.7,24,30,20.1,60.9,0,0,0,FALSE,22.7,14.8,14.8,6.1,0.2,91.9,1009.8,30.2,9.8,91.8,7.9,3,0.79,Partially cloudy,FALSE,Cool,No
374,1/8/2021,44.370081,87,40,18,10,,0.547268361,,,,,,,,,,,,,,,,,,,,,4.99,31.4,24,27.7,27.69910078,33.6,24,28.8,19.9,63,0,0,0,FALSE,44.6,24.6,24.6,12.1,2.4,76.8,1010.1,30.9,9.9,92.9,7.9,3,0.82,Partially cloudy,,Cool,No
375,1/9/2021,34.415921,74,49,19,15,,0.344619995,,,,,,,,,,,,,,,,,,,,,4.52,29.2,22,25.2,25.2064427,29.8,22,25.3,17,61,0,0,0,FALSE,30.6,22.3,22.3,10.9,1.9,65.8,1012.1,29.6,9.9,96.1,8.4,3,0.86,Partially cloudy,TRUE,Cool,Yes
376,1/10/2021,43.178431,89,51,17,14,1,0.79814523,,,,,,,,,,,,,,,,,,,,,3.22,30.2,20.7,25.2,25.19213056,30.4,20.7,25.3,16.1,58.1,0,0,0,FALSE,37.1,18.4,18.4,7.7,0.6,55.3,1012.3,24.7,9.6,93.3,8,3,0.89,Partially cloudy,TRUE,Cool,Yes
377,1/11/2021,45.013131,97,56,17,18,,0.171173104,,,,,,,,,,,,,,,,,,,,,5.62,29.5,20.2,24.9,24.89087108,29.8,20.2,25,16.1,59,0,0,0,FALSE,29.9,20,20,10.1,0.9,69.6,1013.5,30.3,9.8,64.2,5.5,3,0.93,Partially cloudy,FALSE,Cool,No
378,1/12/2021,45.372381,96,73,24,22,1,0.789010221,,,,,,,,,,,,,,,,,,,,,5.33,26.4,17,21.3,21.28947816,26.4,17,21.3,11.2,53.4,0,0,0,FALSE,34.2,18.6,18.6,11.9,3.9,38,1015.9,32.1,9.3,61.7,5.5,3.140932561,0.96,,FALSE,Cool,No
379,1/13/2021,45.685668,143,85,28,35,1,0.636223682,,,,,,,,,,,,,,,,,,,,,4.35,27.7,16,21.3,21.28894928,27.3,16,21.3,9.7,48.2,0,0,0,FALSE,24.8,13.9,13.9,7.3,0.7,352,1014.8,18.7,8.6,61.5,5.3,3,0,Clear,FALSE,Cool,No
380,1/14/2021,45.241786,168,91,29,28,1,0.461518881,,,,,,,,,,,,,,,,,,,,,4.89,30.3,17,23.4,23.38060805,30,17,23.3,13.3,55.1,0,0,0,FALSE,22.3,11.6,11.6,5.8,0,6.4,1012.7,17.2,8.5,61.3,5.5,3,-2.417551648,Clear,FALSE,Cool,
381,1/15/2021,44.116153,180,81,26,20,1,0.244396016,,,,,,,,,,,,,,,,,,,,,5.69,32,19.6,25,24.99907919,32.2,19.6,25,16.2,60.7,0,0,0,FALSE,20.9,11.2,11.2,5.1,0,113.6,1010.5,16.1,7.7,66.2,5.6,3,0.06,Clear,FALSE,Cool,No
382,1/16/2021,33.184693,167,62,23,11,1,0.426311615,,,,,,,,,,,,,,,,,,,,,5.14,31.7,21,25.8,25.79727163,33.9,21,26.5,19.5,69.9,0,0,0,FALSE,20.9,13.4,13.4,5.2,0,170.7,1010.4,29.1,6.8,62.9,5.6,2,0.1,Partially cloudy,TRUE,Cool,Yes
383,1/17/2021,41.529645,134,53,20,12,,0.131035989,,,,,,,,,,,,,,,,,,,,,2.67,32.1,23,27,27.00068907,33.8,23,27.7,20.1,69.1,0,0,0,FALSE,37.1,15.7,15.7,7.8,0.5,74.5,1012.4,34.2,7.4,56.3,5,2,0.13,Partially cloudy,TRUE,Cool,Yes
384,1/18/2021,44.643332,101,67,24,25,1,0.997509895,,,,,,,,,,,,,,,,,,,,,3.79,28.2,20.2,24.2,24.21287299,28.2,20.2,24.2,14.8,56.5,0,0,0,FALSE,40.7,23.2,23.2,10.5,1.8,61.9,1014.6,23.9,9.8,67.2,5.7,3,0.16,Partially cloudy,,Cool,No
385,1/19/2021,45.086949,149,79,34,26,1,0.275178836,,,,,,,,,,,,,,,,,,,,,4.95,28.3,18.2,22.9,22.90052275,28.1,18.2,22.9,13.8,57.7,0,0,0,FALSE,21.2,13.4,13.4,7.4,0.8,27,1013.7,24.2,9,64.3,5.6,2,0.19,pARTIallY clouDY,FALSE,Cool,No
386,1/20/2021,45.472648,169,82,27,32,1,0.762360934,,,,,,,,,,,,,,,,,,,,,4.79,29.9,18.7,24.1,24.0862646,29.4,18.7,24.1,14.6,57.1,0,0,0,FALSE,17.3,9.8,9.8,4.5,0.1,24.6,1012.8,28,8,66.7,5.8,3,0.22,Partially cloudy,,Cool,No
387,1/21/2021,46.423104,170,93,42,36,1,0.785981905,,,,,,,,,,,,,,,,,,,,,5.19,31.4,19.4,24.8,24.78693144,31,19.4,24.7,15.2,57.4,0,0,0,FALSE,16.6,12.1,12.1,5.6,0.1,43,1011.4,21.9,8.1,58.5,5,2,0.25,Partially cloudy,FALSE,Cool,No
388,1/22/2021,45.86255,187,83,26,22,2,0.817367677,,,,,,,,,,,,,,,,,,,,,6.34,32.3,20,25.8,25.79931732,32.6,20,25.9,16.6,59.3,0,0,0,FALSE,20.9,11.6,11.6,3.8,0,6.5,1010.4,24,7.7,59.7,5,2,,Partially cloudy,FALSE,Cool,No
389,1/23/2021,36.142454,165,49,14,13,1,0.989089229,,,,,,,,,,,,,,,,,,,,,4.89,33,22,27.1,27.10899748,34,22,27.5,18.6,62.1,0,0,0,FALSE,18.7,13,13,4.6,0.2,225.1,1010.2,25.3,6.9,58.7,5.1,2,0.32,Partially cloudy,TRUE,Cool,Yes
390,1/24/2021,44.154054,105,47,13,11,1,0.706351127,,,,,,,,,,,,,,,,,,,,,3.38,32.5,23.2,27.6,27.61030386,34.7,23.2,28.8,21.1,69.3,0,0,0,FALSE,23.4,14.3,14.3,7,0.5,178.1,1011.1,30.4,8.4,61,5.3,2,0.35,Partially cloudy,TRUE,,
391,1/25/2021,46.094897,90,51,14,12,1,0.634648309,,,,,,,,,,,,,,,,,,,,,5.08,33.1,24.2,28,27.9949822,37.7,24.2,29.9,22.5,74,0,0,0,,27.7,13,13,5.3,1.2,177.2,1010.7,32.5,8.5,63.8,5.5,3,,Partially cloudy,FALSE,Cool,No
392,1/26/2021,46.203534,95,55,11,15,1,0.067291765,,,,,,,,,,,,,,,,,,,,,6.28,33.1,24,28.4,28.40375503,37.5,24,30.6,22.9,74.6,0,0,0,FALSE,22.7,11.6,11.6,6.4,0.7,132.6,1009.9,36.6,8.6,57.1,5,2,-2.417551648,Partially cloudy,FALSE,Cool,No
393,1/27/2021,45.525232,110,56,20,15,1,0.234384519,,,,,,,,,,,,,,,,,,,,,5.81,33.4,25.9,28.8,28.80958875,36.9,25.9,31.3,22.9,72.6,0,0,0,FALSE,24.1,13,13,6.9,0.7,137.6,1010.4,46.1,8.1,56.7,4.9,2,0.45,Partially cloudy,FALSE,cOOL,No
394,1/28/2021,45.664669,110,61,20,16,1,0.32482885,,,,,,,,,,,,,,,,,,,,,6.33,33.7,25.7,29.3,29.3073527,39.4,25.7,32,23,70.9,0,0,0,FALSE,25.6,12.5,12.5,6,0.6,128.4,1011.5,39.2,8,63.3,5.6,2,0.48,Partially cloudy,FALSE,Cool,
395,1/29/2021,45.072721,120,61,19,16,1,0.255473199,,,,,,,,,,,,,,,,,,,,,10.24,31.5,25,27.9,27.89973682,32.9,25,28.8,19.1,59.6,0,0,0,FALSE,28.8,25.5,25.5,9.2,1.2,82.5,1012.7,37.2,8.6,59.8,5.2,2,0.5,Partially cloudy,FALSE,Cool,NO
396,1/30/2021,34.378584,131,67,24,16,1,0.330940509,,,,,,,,,,,,,,,,,,,,,7.05,32.7,24,27.5,27.50044252,34.4,24,28,18.1,57.5,0,0,0,FALSE,35.3,15.7,15.7,7.3,0.4,84.9,1013,30.6,8.8,63.8,5.6,2,0.55,Partially cloudy,TRUE,Cool,Yes
397,1/31/2021,43.245149,138,78,26,27,1,0.670472308,,,,,,,,,,,,,,,,,,,,,3.09,32.3,22.5,27.3,27.28830695,33,22.5,27.7,17.6,56.3,0,0,0,FALSE,24.8,19.5,19.5,6.3,0.7,67.7,1013.3,16,8.7,65.1,5.6,2,0.59,Clear,TRUE,Cool,Yes
398,2/1/2021,43.978174,159,76,24,28,1,0.533083211,,,,,,,,,,,,,,,,,,,218,251,7.4,33.6,23.7,28.3,28.31421529,34.4,23.7,28.9,18.6,57.7,0,0,0,FALSE,20.9,13,13,3.7,0.3,57.7,1013,15.2,7.8,64.9,5.6,2,0.62,Clear,FALSE,,No
399,2/2/2021,45.034516,149,70,20,22,1,0.141076702,,,,,,,,,,,,,,,,,,,,,11.38,34.5,24,28.9,28.89354881,35.3,24,29.7,19.2,58.8,0,0,0,FALSE,19.4,13.9,13.9,4.8,0,100.5,1012.6,22.6,8.7,69.4,6.1,2,0.66,Partially cloudy,,Cool,No
400,2/3/2021,44.978775,150,68,16,23,1,0.59270435,,,,,,,,,,,,,,,,,,,,,8.63,34.3,24.2,28.8,28.78956944,34.9,24.2,29.6,19.6,60.5,0,0,0,FALSE,37.1,20.5,20.5,6.9,0.2,102,1012.4,18.1,8.4,68.1,5.9,2,0.69,Clear,,Cool,No
401,2/4/2021,45.46596,142,70,20,26,1,0.76160589,,,,,,,,,,,,,,,,,,,,,11.64,32.8,24,27.9,27.89379536,33.2,24,28.2,19.1,62.2,0,0,0,FALSE,29.9,23.7,23.7,8,0.2,77.5,1013.5,22.5,8.1,66.9,5.9,2,0.73,Partially cloudy,FALSE,Cool,No
402,2/5/2021,44.858245,141,66,23,22,1,0.378771596,,,,,,,,,,,,,,,,,,,,,21.25,33.7,22.5,28,28.00950016,33.1,22.5,28.1,16.7,52.4,0,0,0,FALSE,22.3,13,13,4.6,0,71,1012.7,15.4,8.8,68.3,5.9,2,0.75,Clear,,Cool,No
403,2/6/2021,33.970086,139,74,34,21,1,0.865612161,,,,,,,,,,,,,,,,,,,,,8.95,33,22.7,28,27.99528282,33.6,22.7,28.3,17.4,54.1,0,0,0,FALSE,21.6,18.6,18.6,5.8,0.2,85.6,1011.2,23.7,9.4,67.3,5.8,2,0.8,Partially cloudy,TRUE,,Yes
404,2/7/2021,42.829971,160,59,14,8,1,0.375646203,,,,,,,,,,,,,,,,,,,,,4.08,34,23.7,28.6,28.61002971,36.5,23.7,29.9,20.4,63.7,0,0,0,FALSE,23,14.3,14.3,6.8,0,141,1010.9,27.4,8.8,62.2,5.3,2,0.84,Partially cloudy,TRUE,Cool,Yes
405,2/8/2021,44.513658,111,68,8,13,1,0.393441053,,,,,,,,,,,,,,,,,,,,,11.78,32.7,25,28.5,28.49071462,37.5,25,31.4,23.6,76.3,0,0,0,FALSE,26.6,17.5,17.5,8.2,1,181.5,1010.4,38.5,8.3,56.3,5,2,0.87,Partially cloudy,FALSE,Cool,No
406,2/9/2021,45.258058,114,56,21,15,1,0.093558119,,,,,,,,,,,,,,,,,,,,,21.82,30.2,26,27.6,27.61182939,34.5,26,30.5,23.4,78.2,38.586,100,8.33,,30.6,21.4,21.4,9,0.1,241.3,1010.1,61,7.6,29.6,2.5,1,0.91,"Rain, Partially cloudy",FALSE,Cool,No
407,2/10/2021,45.103554,107,51,4,19,1,0.217983764,,,,,,,,,,,,,,,,,,,,,19.9,31.5,23.3,27,26.99742818,33.3,23.3,27.6,20.1,68,27.816,100,12.5,TRUE,31.7,13.4,13.4,7.5,1,49.5,1010.8,48.9,8.9,64.6,5.6,3,0.94,"Rain, Partially cloudy",FALSE,Cool,nO
408,2/11/2021,45.749536,98,65,20,25,1,0.415305634,,,,,,,,,,,,,,,,,,,,,21.92,32.6,22,27.3,27.3056772,32.4,22,27.5,17.8,58.5,0,0,0,FALSE,20.9,13.4,13.4,7.3,0.4,36.3,1011.5,21.3,9.5,76.5,6.5,3,0.98,Partially cloudy,FALSE,Cool,
